Season,Team,Acquired,Relinquished,Notes,Unnamed: 5,Unnamed: 6,Unnamed: 7,Date,Player,player_clean_extracted,player_clean_cleaned
2024,Rams,,darious williams,placed on ir with hamstring injury,,,,9/5/2024,,darious williams,darious williams
2024,Ravens,,rasheen ali,placed on ir with neck injury,,,,9/5/2024,,rasheen ali,rasheen ali
2024,Chargers,,dj chark,placed on ir with hip injury,,,,9/7/2024,,dj chark,dj chark
2024,Commanders,,marcus mariota,placed on ir with pectoral muscle injury,,,,9/7/2024,,marcus mariota,marcus mariota
2024,Jaguars,,brian thomas jr,placed on ir with calf injury,,,,9/7/2024,,brian thomas jr,brian thomas jr
2024,Jets,,wes schweitzer,placed on ir with hand injury,,,,9/7/2024,,wes schweitzer,wes schweitzer
2024,Raiders,,malcolm koonce,placed on ir with knee injury,,,,9/7/2024,,malcolm koonce,malcolm koonce
2024,Steelers,,logan lee,placed on ir with calf injury,,,,9/7/2024,,logan lee,logan lee
2024,Jets,,zaire barnes,placed on ir with ankle injury,,,,9/9/2024,,zaire barnes,zaire barnes
2024,Buccaneers,,bryce hall,placed on ir with ankle injury,,,,9/10/2024,,bryce hall,bryce hall
2024,Colts,,julius brents  juju brents,placed on ir with knee injury,,,,9/10/2024,,julius brents juju brents,julius brents juju
2024,Panthers,,derrick brown,placed on ir with knee injury,,,,9/10/2024,,derrick brown,derrick brown
2024,Steelers,,cameron johnston,placed on ir with knee injury,,,,9/10/2024,,cameron johnston,cameron johnston
2024,Broncos,,audric estime,placed on ir with ankle injury,,,,9/11/2024,,audric estime,audric estime
2024,Browns,,juan thornhill,placed on ir with calf injury,,,,9/11/2024,,juan thornhill,juan thornhill
2024,Browns,,maurice hurst jr  maurice hurst ii roy,placed on ir with ankle injury,,,,9/11/2024,,maurice hurst jr maurice hurst ii roy,maurice hurst jr ii roy
2024,Browns,,mohamoud diabate,placed on ir with hip injury,,,,9/11/2024,,mohamoud diabate,mohamoud diabate
2024,Browns,,tony fields ii,placed on ir with ankle injury,,,,9/11/2024,,tony fields ii,tony fields ii
2024,Cardinals,,jonah williams b 1997-11-17,placed on ir with knee injury,,,,9/11/2024,,jonah williams b --,jonah williams
2024,Rams,,joe noteboom,placed on ir with ankle injury,,,,9/11/2024,,joe noteboom,joe noteboom
2024,Rams,,puka nacua,placed on ir with strained pcl in knee,,,,9/11/2024,,puka nacua,puka nacua
2024,Rams,,steve avila,placed on ir with knee injury,,,,9/11/2024,,steve avila,steve avila
2024,Texans,,jeff okudah,placed on ir with hip injury,,,,9/11/2024,,jeff okudah,jeff okudah
2024,Browns,,myles harden,placed on ir with shin injury,,,,9/12/2024,,myles harden,myles harden
2024,Jaguars,,tyson campbell,placed on ir with hamstring injury,,,,9/12/2024,,tyson campbell,tyson campbell
2024,Chiefs,,marquise brown,placed on ir with surgery on shoulder,,,,9/13/2024,,marquise brown,marquise brown
2024,49ers,,christian mccaffrey,"placed on ir with achilles, calf injuries",,,,9/14/2024,,christian mccaffrey,christian mccaffrey
2024,Bears,,ryan bates,"placed on ir with elbow, shoulder injuries",,,,9/14/2024,,ryan bates,ryan bates
2024,Giants,,gunner olszewski,placed on ir with groin injury,,,,9/14/2024,,gunner olszewski,gunner olszewski
2024,Falcons,,nate landman,placed on ir with calf injury,,,,9/16/2024,,nate landman,nate landman
2024,Browns,,david bell,placed on ir with hip injury,,,,9/17/2024,,david bell,david bell
2024,Colts,,deforest buckner,placed on ir with ankle injury,,,,9/17/2024,,deforest buckner,deforest buckner
2024,Dolphins,,tua tagovailoa,placed on ir with concussion,,,,9/17/2024,,tua tagovailoa,tua tagovailoa
2024,Giants,,graham gano,placed on ir with hamstring injury,,,,9/17/2024,,graham gano,graham gano
2024,Packers,,marshawn lloyd,placed on ir with ankle injury,,,,9/17/2024,,marshawn lloyd,marshawn lloyd
2024,Steelers,,tyler matakevich,placed on ir with hamstring injury,,,,9/17/2024,,tyler matakevich,tyler matakevich
2024,Broncos,,mike mcglinchey,placed on ir with knee injury,,,,9/18/2024,,mike mcglinchey,mike mcglinchey
2024,Chiefs,,isiah pacheco,placed on ir with fractured fibula in leg,,,,9/18/2024,,isiah pacheco,isiah pacheco
2024,Cowboys,,jordan phillips,placed on ir with wrist injury,,,,9/18/2024,,jordan phillips,jordan phillips
2024,Patriots,,oshane ximines,placed on ir with knee injury,,,,9/18/2024,,oshane ximines,oshane ximines
2024,Rams,,john johnson iii,placed on ir with fractured shoulder,,,,9/18/2024,,john johnson iii,john johnson iii
2024,Rams,,jonah jackson,placed on ir with shoulder injury,,,,9/18/2024,,jonah jackson,jonah jackson
2024,Steelers,,ben skowronek,placed on ir with shoulder injury,,,,9/18/2024,,ben skowronek,ben skowronek
2024,Texans,,brevin jordan,placed on ir with torn acl in knee (out for season),,,,9/18/2024,,brevin jordan,brevin jordan
2024,Vikings,,nick muse,placed on ir with hand injury,,,,9/18/2024,,nick muse,nick muse
2024,Jets,,jermaine johnson ii,placed on ir with torn achilles tendon,,,,9/19/2024,,jermaine johnson ii,jermaine johnson ii
2024,Patriots,,chukwuma okorafor  chuks okorafor,placed on ir,,,,9/19/2024,,chukwuma okorafor chuks okorafor,chukwuma okorafor chuks
2024,Bears,,travis homer,placed on ir with finger injury,,,,9/21/2024,,travis homer,travis homer
2024,Broncos,,baron browning,placed on ir with foot injury,,,,9/21/2024,,baron browning,baron browning
2024,Dolphins,,grant dubose,placed on ir with shoulder injury,,,,9/21/2024,,grant dubose,grant dubose
2024,Seahawks,,george fant,placed on ir with knee injury,,,,9/21/2024,,george fant,george fant
2024,Steelers,,troy fautanu,placed on ir with knee injury,,,,9/21/2024,,troy fautanu,troy fautanu
2024,Buccaneers,,evan deckers,placed on ir with hamstring injury,,,,9/24/2024,,evan deckers,evan deckers
2024,Eagles,,britain covey,placed on ir with shoulder injury,,,,9/24/2024,,britain covey,britain covey
2024,Falcons,,drew dalman,placed on ir with ankle injury,,,,9/24/2024,,drew dalman,drew dalman
2024,Lions,,derrick barnes danta,placed on ir with knee injury,,,,9/24/2024,,derrick barnes danta,derrick barnes danta
2024,Lions,,marcus davenport,placed on ir with triceps injury,,,,9/24/2024,,marcus davenport,marcus davenport
2024,Panthers,,adam thielen,placed on ir with hamstring injury,,,,9/24/2024,,adam thielen,adam thielen
2024,Panthers,,jordan fuller,placed on ir with hamstring injury,,,,9/24/2024,,jordan fuller,jordan fuller
2024,Raiders,,marcus epps,placed on ir with torn acl in knee (out for season),,,,9/24/2024,,marcus epps,marcus epps
2024,Steelers,,cory trice jr,placed on ir with hamstring injury,,,,9/24/2024,,cory trice jr,cory trice jr
2024,Broncos,,alex singleton,placed on ir with torn acl in knee,,,,9/25/2024,,alex singleton,alex singleton
2024,Browns,,wyatt teller,placed on ir with knee injury,,,,9/25/2024,,wyatt teller,wyatt teller
2024,Cardinals,,justin jones maurice,placed on ir with triceps injury,,,,9/25/2024,,justin jones maurice,justin jones maurice
2024,Patriots,,jawhaun bentley,placed on ir with pectoral injury,,,,9/25/2024,,jawhaun bentley,jawhaun bentley
2024,Saints,,erik mccoy,placed on ir with surgery on groin,,,,9/25/2024,,erik mccoy,erik mccoy
2024,Bills,,tylan grable,placed on ir with groin injury,,,,9/26/2024,,tylan grable,tylan grable
2024,Titans,,chidobe awuzie,placed on ir with groin injury,,,,9/27/2024,,chidobe awuzie,chidobe awuzie
2024,49ers,,curtis robinson,placed on ir with torn acl in knee (out for season),,,,9/28/2024,,curtis robinson,curtis robinson
2024,49ers,,javon hargrave,placed on ir with torn pectoral muscle (out for season),,,,9/28/2024,,javon hargrave,javon hargrave
2024,Bears,,stephen carlson,placed on ir with fractured clavicle,,,,9/28/2024,,stephen carlson,stephen carlson
2024,Bengals,,trent brown,placed on ir with torn patellar tendon in knee (out for season),,,,9/28/2024,,trent brown,trent brown
2024,Jaguars,,foyesade oluokun  foye oluokun,placed on ir with foot injury,,,,9/28/2024,,foyesade oluokun foye oluokun,foyesade oluokun foye
2024,Lions,,ifeatu melifonwu,placed on ir with ankle injury,,,,9/28/2024,,ifeatu melifonwu,ifeatu melifonwu
2024,Patriots,,alex austin,placed on ir with ankle injury,,,,9/28/2024,,alex austin,alex austin
2024,Ravens,,jalyn armour-davis,placed on ir with hamstring injury,,,,9/28/2024,,jalyn armour-davis,jalyn armour-davis
2024,Buccaneers,,sirvocea dennis,placed on ir,,,,10/1/2024,,sirvocea dennis,sirvocea dennis
2024,Chargers,,nick niemann,placed on ir,,,,10/1/2024,,nick niemann,nick niemann
2024,Colts,,tyquan lewis,placed on ir,,,,10/1/2024,,tyquan lewis,tyquan lewis
2024,Cowboys,,demarcus lawrence,placed on ir,,,,10/1/2024,,demarcus lawrence,demarcus lawrence
2024,Steelers,,james daniels b 1997-09-13,placed on ir,,,,10/1/2024,,james daniels b --,james daniels
2024,Commanders,,jamison crowder,placed on ir with calf injury,,,,10/2/2024,,jamison crowder,jamison crowder
2024,Chiefs,,rashee rice,placed on ir with knee injury,,,,10/3/2024,,rashee rice,rashee rice
2024,Dolphins,,jaelan phillips,placed on ir with knee injury (out for season),,,,10/3/2024,,jaelan phillips,jaelan phillips
2024,Patriots,,caedan wallace,placed on ir with ankle injury,,,,10/4/2024,,caedan wallace,caedan wallace
2024,Patriots,,david andrews,placed on ir recovering from surgery on shoulder (out for season),,,,10/4/2024,,david andrews,david andrews
2024,49ers,,yetur gross-matos,placed on ir with knee injury,,,,10/5/2024,,yetur gross-matos,yetur gross-matos
2024,Broncos,,tyler badie,placed on ir with back injury,,,,10/5/2024,,tyler badie,tyler badie
2024,Browns,,alex wright,placed on ir recovering from surgery on triceps (out for season),,,,10/5/2024,,alex wright,alex wright
2024,Cowboys,,brandin cooks,placed on ir with infection in knee,,,,10/5/2024,,brandin cooks,brandin cooks
2024,Panthers,,shaq thompson,placed on ir recovering from surgery to repair torn achilles tendon (out for season),,,,10/5/2024,,shaq thompson,shaq thompson
2024,Raiders,,luke masterson,placed on ir with knee injury,,,,10/5/2024,,luke masterson,luke masterson
2024,Rams,,larrell murchison,placed on ir with foot injury,,,,10/5/2024,,larrell murchison,larrell murchison
2024,Texans,,jerry hughes,placed on ir with hip injury,,,,10/5/2024,,jerry hughes,jerry hughes
2024,Buccaneers,,markees watts,placed on ir with quadriceps injury,,,,10/7/2024,,markees watts,markees watts
2024,Colts,,will fries,placed on ir with fractured tibia in leg,,,,10/7/2024,,will fries,will fries
2024,Saints,,shane lemieux,placed on ir with ankle injury,,,,10/7/2024,,shane lemieux,shane lemieux
2024,Bengals,,daxton hill  dax hill,placed on ir with torn acl in knee (out for season),,,,10/8/2024,,daxton hill dax hill,daxton hill dax
2024,Bengals,,jaxson kirkland,placed on ir with biceps injury (out for season),,,,10/8/2024,,jaxson kirkland,jaxson kirkland
2024,Cardinals,,will hernandez,placed on ir with knee injury (out for season),,,,10/8/2024,,will hernandez,will hernandez
2024,Texans,,british brooks,placed on ir with knee injury,,,,10/8/2024,,british brooks,british brooks
2024,49ers,,talanoa hufanga,placed on ir with wrist injury,,,,10/9/2024,,talanoa hufanga,talanoa hufanga
2024,Browns,,charley hughlett,placed on ir with rib injury,,,,10/9/2024,,charley hughlett,charley hughlett
2024,Cowboys,,marshawn kneeland,placed on ir with knee injury,,,,10/9/2024,,marshawn kneeland,marshawn kneeland
2024,Jaguars,,devin duvernay,placed on ir with hamstring injury,,,,10/9/2024,,devin duvernay,devin duvernay
2024,Raiders,,christian wilkins,placed on ir with surgery on foot,,,,10/9/2024,,christian wilkins,christian wilkins
2024,Texans,,nico collins,placed on ir with hamstring injury,,,,10/9/2024,,nico collins,nico collins
2024,Seahawks,,uchenna nwosu,placed on ir with thigh injury,,,,10/10/2024,,uchenna nwosu,uchenna nwosu
2024,Packers,,luke musgrave,placed on ir with ankle injury,,,,10/11/2024,,luke musgrave,luke musgrave
2024,Broncos,,josh reynolds,placed on ir with surgery on finger,,,,10/12/2024,,josh reynolds,josh reynolds
2024,Broncos,,luke wattenberg,placed on ir with ankle injury,,,,10/12/2024,,luke wattenberg,luke wattenberg
2024,Browns,,james hudson,placed on ir with shoulder injury,,,,10/12/2024,,james hudson,james hudson
2024,Chargers,,asante samuel jr,placed on ir with shoulder injury,,,,10/12/2024,,asante samuel jr,asante samuel jr
2024,Chargers,,gus edwards,placed on ir with ankle injury,,,,10/12/2024,,gus edwards,gus edwards
2024,Giants,,kayvon thibodeaux,placed on ir with fractured wrist,,,,10/12/2024,,kayvon thibodeaux,kayvon thibodeaux
2024,Panthers,,austin corbett,placed on ir with biceps injury (out for season),,,,10/12/2024,,austin corbett,austin corbett
2024,Saints,,will harris jamahl,placed on ir with hamstring injury,,,,10/12/2024,,will harris jamahl,will harris jamahl
2024,Steelers,,demarvin leal,placed on ir with neck injury,,,,10/12/2024,,demarvin leal,demarvin leal
2024,Browns,,nick harris b,placed on ir with ankle injury,,,,10/15/2024,,nick harris b,nick harris b
2024,Cardinals,,bilal nichols,placed on ir with neck injury,,,,10/15/2024,,bilal nichols,bilal nichols
2024,Cardinals,,matt prater,placed on ir with knee injury,,,,10/15/2024,,matt prater,matt prater
2024,Falcons,,micah abernathy,placed on ir with knee injury,,,,10/15/2024,,micah abernathy,micah abernathy
2024,Jets,,chuck clark,placed on ir with ankle injury,,,,10/15/2024,,chuck clark,chuck clark
2024,Lions,,aidan hutchinson,placed on ir recovering from surgery on lower leg to repair fracture (out for season),,,,10/15/2024,,aidan hutchinson,aidan hutchinson
2024,Lions,,kyle peko,placed on ir with pectoral injury,,,,10/15/2024,,kyle peko,kyle peko
2024,Seahawks,,artie burns,placed on ir with toe injury,,,,10/15/2024,,artie burns,artie burns
2024,Commanders,,javontae jean-baptiste,placed on ir with ankle injury,,,,10/16/2024,,javontae jean-baptiste,javontae jean-baptiste
2024,Giants,,andrew thomas,placed on ir with surgery on foot,,,,10/16/2024,,andrew thomas,andrew thomas
2024,Washington,,jonathan allen,placed on ir with torn pectoral muscle,,,,10/16/2024,,jonathan allen,jonathan allen
2024,Saints,,rashid shaheed,placed on ir with surgery on knee,,,,10/17/2024,,rashid shaheed,rashid shaheed
2024,Seahawks,,rayshawn jenkins,placed on ir with hand injury,,,,10/17/2024,,rayshawn jenkins,rayshawn jenkins
2024,Eagles,,jordan mailata,placed on ir with hamstring injury,,,,10/18/2024,,jordan mailata,jordan mailata
2024,49ers,,matthew wright,"placed on ir with various injuries / back, shoulder injuries",,,,10/19/2024,,matthew wright,matthew wright
2024,Falcons,,lorenzo carter,placed on ir with concussion,,,,10/19/2024,,lorenzo carter,lorenzo carter
2024,Ravens,,deonte harty  deonte harris,placed on ir with knee injury,,,,10/19/2024,,deonte harty deonte harris,deonte harty harris
2024,Titans,,treylon burks,placed on ir with left knee injury,,,,10/19/2024,,treylon burks,treylon burks
2024,Buccaneers,,jamel dean,placed on ir with hamstring injury,,,,10/21/2024,,jamel dean,jamel dean
2024,Buccaneers,,kameron johnson,placed on ir with ankle injury,,,,10/21/2024,,kameron johnson,kameron johnson
2024,Chargers,,deane leonard,placed on ir with hamstring injury,,,,10/21/2024,,deane leonard,deane leonard
2024,Dolphins,,braxton berrios,placed on ir with knee injury,,,,10/21/2024,,braxton berrios,braxton berrios
2024,Browns,,deshaun watson,placed on ir with torn achilles tendon (out for season),,,,10/22/2024,,deshaun watson,deshaun watson
2024,Chiefs,,jaylen watson,placed on ir with surgery on ankle,,,,10/22/2024,,jaylen watson,jaylen watson
2024,Raiders,,aidan oconnell,placed on ir with fractured right thumb,,,,10/22/2024,,aidan oconnell,aidan oconnell
2024,Saints,,paulson adebo,placed on ir with leg injury,,,,10/22/2024,,paulson adebo,paulson adebo
2024,Steelers,,montravius adams,placed on ir with knee injury,,,,10/22/2024,,montravius adams,montravius adams
2024,49ers,,brandon aiyuk,"placed on ir with torn acl, mcl in knee (out for season)",,,,10/23/2024,,brandon aiyuk,brandon aiyuk
2024,Buccaneers,,chris godwin,placed on ir with surgery on ankle,,,,10/23/2024,,chris godwin,chris godwin
2024,Jets,,xavier newman-johnson,placed on ir with neck injury,,,,10/23/2024,,xavier newman-johnson,xavier newman-johnson
2024,Seahawks,,stone forsythe,placed on ir with hand injury,,,,10/23/2024,,stone forsythe,stone forsythe
2024,Chiefs,,skyy moore,placed on ir with core muscle injury,,,,10/24/2024,,skyy moore,skyy moore
2024,Rams,,troy reeder,placed on ir with hamstring injury,,,,10/24/2024,,troy reeder,troy reeder
2024,Bills,,dewayne carter,placed on ir with surgery on wrist,,,,10/25/2024,,dewayne carter,dewayne carter
2024,Cardinals,,dennis gardeck,placed on ir with knee injury,,,,10/25/2024,,dennis gardeck,dennis gardeck
2024,Dolphins,,tyler huntley,placed on ir with right shoulder injury,,,,10/25/2024,,tyler huntley,tyler huntley
2024,Eagles,,byron young b 2000-11-10,placed on ir with hamstring injury,,,,10/25/2024,,byron young b --,byron young
2024,Vikings,,christian darrisaw,"placed on ir with torn acl, mcl in knee",,,,10/25/2024,,christian darrisaw,christian darrisaw
2024,Colts,,jaylon carlies,placed on ir with fibula injury,,,,10/26/2024,,jaylon carlies,jaylon carlies
2024,Cowboys,,john stephens jr,placed on ir with torn acl in knee (out for season),,,,10/26/2024,,john stephens jr,john stephens jr
2024,Panthers,,nick scott,placed on ir with hamstring injury,,,,10/26/2024,,nick scott,nick scott
2024,Ravens,,tj tampa,placed on ir with ankle injury,,,,10/26/2024,,tj tampa,tj tampa
2024,Titans,,jaelyn duncan,placed on ir with hamstring injury,,,,10/26/2024,,jaelyn duncan,jaelyn duncan
2024,Chiefs,,jody fortson jr  joe fortson,placed on ir,,,,10/28/2024,,jody fortson jr joe fortson,jody fortson jr joe
2024,Chiefs,,joseph fortson,placed on ir with knee injury,,,,10/28/2024,,joseph fortson,joseph fortson
2024,Colts,,trevor denbow,placed on ir with knee injury,,,,10/28/2024,,trevor denbow,trevor denbow
2024,Steelers,,roman wilson,placed on ir with hamstring injury,,,,10/28/2024,,roman wilson,roman wilson
2024,Bears,,bill murray b 1997-07-03,placed on ir with pectoral injury,,,,10/29/2024,,bill murray b --,bill murray
2024,Browns,,tony brown mendell,placed on ir with foot injury,,,,10/29/2024,,tony brown mendell,tony brown mendell
2024,Texans,,stefon diggs,placed on ir with torn acl in right knee,,,,10/29/2024,,stefon diggs,stefon diggs
