Season,Team,Acquired,Relinquished,Notes,Unnamed: 5,Unnamed: 6,Unnamed: 7,Date,Player,player_clean_extracted
2012,Bills,,terrence mcgee,placed on ir with left knee injury,,,,11/6/2012,,terrence mcgee
2012,Cardinals,,obrien schofield,placed on ir with left ankle injury,,,,11/6/2012,,obrien schofield
2012,Falcons,,garrett reynolds,placed on ir with shoulder / back injury,,,,11/6/2012,,garrett reynolds
2012,Panthers,,kealoha pilares,placed on ir with shoulder injury,,,,11/6/2012,,kealoha pilares
2012,Cowboys,,orie lemon,placed on ir with right hamstring injury,,,,11/7/2012,,orie lemon
2012,Dolphins,,richard marshall b,placed on ir with back injury,,,,11/7/2012,,richard marshall b
2012,Eagles,,todd herremans,placed on ir with right foot/ankle injury,,,,11/7/2012,,todd herremans
2012,Packers,,nick perry joel,placed on ir with left wrist injury,,,,11/7/2012,,nick perry joel
2012,Titans,,leroy harris jr b 1984-06-06,placed on ir with partially torn acl in right knee,,,,11/7/2012,,leroy harris jr b --
2012,Giants,,michael coe,placed on ir with hamstring injury,,,,11/10/2012,,michael coe
2012,Raiders,,shawntae spencer,placed on ir with foot injury,,,,11/10/2012,,shawntae spencer
2012,Chiefs,,glenn dorsey,placed on ir with calf injury,,,,11/12/2012,,glenn dorsey
2012,Colts,,drake nevis,placed on ir with hand injury,,,,11/12/2012,,drake nevis
2012,Colts,,jerraud powers,placed on ir with toe injury,,,,11/12/2012,,jerraud powers
2012,Packers,,bryan bulaga,placed on ir with right hip injury,,,,11/12/2012,,bryan bulaga
2012,Buccaneers,,quincy black,placed on ir with neck injury,,,,11/13/2012,,quincy black
2012,Falcons,,tommy gallarda,placed on ir with shoulder injury,,,,11/13/2012,,tommy gallarda
2012,Jets,,isaiah trufant,placed on ir with knee injury,,,,11/13/2012,,isaiah trufant
2012,Ravens,,bobby rainey,placed on ir with knee injury,,,,11/13/2012,,bobby rainey
2012,Cowboys,,kenyon coleman,placed on ir with torn triceps,,,,11/14/2012,,kenyon coleman
2012,Giants,,markus kuhn,placed on ir with torn acl in knee,,,,11/14/2012,,markus kuhn
2012,Panthers,,thomas keiser,placed on ir with elbow injury,,,,11/14/2012,,thomas keiser
2012,Raiders,,travis goethel,placed on ir with torn acl in knee,,,,11/14/2012,,travis goethel
2012,Steelers,,chris carter darnell,placed on ir with abdominal injury,,,,11/15/2012,,chris carter darnell
2012,Chiefs,,jake oconnell,placed on ir with ankle injury,,,,11/17/2012,,jake oconnell
2012,Cowboys,,matt johnson c,placed on ir with hamstring injury,,,,11/17/2012,,matt johnson c
2012,Lions,,amari spievey,placed on ir with concussion,,,,11/17/2012,,amari spievey
2012,Ravens,,christian thompson,placed on ir with knee injury,,,,11/17/2012,,christian thompson
2012,Bills,,mike caussin,placed on ir with knee injury,,,,11/19/2012,,mike caussin
2012,Redskins,,brandon meriweather,placed on ir with knee injury,,,,11/20/2012,,brandon meriweather
2012,Broncos,,willis mcgahee,placed on ir with knee injury,,,,11/21/2012,,willis mcgahee
2012,Chargers,,mike windt,placed on ir with wrist injury,,,,11/21/2012,,mike windt
2012,Jaguars,,blaine gabbert,"placed on ir with right forearm, left shoulder injuries",,,,11/21/2012,,blaine gabbert
2012,Jaguars,,laurent robinson,placed on ir with concussion,,,,11/21/2012,,laurent robinson
2012,Buccaneers,,arrelious benn,placed on ir with knee injury,,,,11/22/2012,,arrelious benn
2012,Chargers,,jared gaither,placed on ir with groin injury,,,,11/23/2012,,jared gaither
2012,Bears,,lance louis,placed on ir with torn acl in left knee,,,,11/26/2012,,lance louis
2012,Cowboys,,bruce carter edward,placed on ir with dislocated left elbow,,,,11/26/2012,,bruce carter edward
2012,Giants,,andre brown b,placed on ir with fractured left fibula,,,,11/26/2012,,andre brown b
2012,Ravens,,anthony levine,placed on ir with shoulder injury,,,,11/26/2012,,anthony levine
2012,Redskins,,keenan robinson,placed on ir with pectoral muscle injury,,,,11/26/2012,,keenan robinson
2012,Steelers,,marcus gilbert christopher,placed on ir with ankle injury,,,,11/26/2012,,marcus gilbert christopher
2012,49ers,,kendall hunter,placed on ir with achilles tendon injury,,,,11/27/2012,,kendall hunter
2012,Bills,,kyle williams derrick,placed on ir with torn acl in left knee,,,,11/27/2012,,kyle williams derrick
2012,Buccaneers,,cody grimm,placed on ir with hamstring injury,,,,11/27/2012,,cody grimm
2012,Buccaneers,,jeremy trueblood,placed on ir with shoulder injury,,,,11/27/2012,,jeremy trueblood
2012,Chargers,,brandyn dombrowski,placed on ir,,,,11/27/2012,,brandyn dombrowski
2012,Chargers,,johnnie troutman,placed on ir,,,,11/27/2012,,johnnie troutman
2012,Colts,,fili moala,placed on ir with torn acl in knee,,,,11/27/2012,,fili moala
2012,Colts,,josh chapman,placed on ir with knee injury,,,,11/27/2012,,josh chapman
2012,Eagles,,desean jackson,placed on ir with fractured ribs,,,,11/27/2012,,desean jackson
2012,Eagles,,jason peters,placed on ir with achilles tendon injury,,,,11/27/2012,,jason peters
2012,Jaguars,,jalen parmele,placed on ir with groin injury,,,,11/27/2012,,jalen parmele
2012,Jaguars,,william middleton,placed on ir with concussion,,,,11/27/2012,,william middleton
2012,Packers,,derek sherrod,placed on ir,,,,11/27/2012,,derek sherrod
2012,Panthers,,ron edwards,placed on ir with dislocated left elbow,,,,11/27/2012,,ron edwards
2012,Saints,,bryce harris,placed on ir with fractured leg,,,,11/27/2012,,bryce harris
2012,Titans,,darren evans b 1988-11-09,placed on ir with quadriceps injury,,,,11/27/2012,,darren evans b --
2012,Cardinals,,lyle sendlein,placed on ir with torn mcl in knee,,,,11/28/2012,,lyle sendlein
2012,Chargers,,atari bigby,placed on ir with groin injury,,,,11/28/2012,,atari bigby
2012,Jaguars,,danthony smith,placed on ir with neck injury / concussion,,,,11/28/2012,,danthony smith
2012,Cowboys,,ben bass,placed on ir with ankle injury,,,,12/1/2012,,ben bass
2012,Packers,,andrew quarless,placed on ir with knee injury,,,,12/1/2012,,andrew quarless
2012,Packers,,sean richardson,placed on ir with back injury,,,,12/1/2012,,sean richardson
2012,Texans,,brice mccain,placed on ir with left foot injury,,,,12/3/2012,,brice mccain
2012,Bengals,,mohamed sanu,placed on ir with foot injury,,,,12/4/2012,,mohamed sanu
2012,Chargers,,david molk,placed on ir with thumb injury,,,,12/4/2012,,david molk
2012,Chargers,,seyi ajirotutu,placed on ir with hand injury,,,,12/4/2012,,seyi ajirotutu
2012,Colts,,justin hickman,placed on ir with hamstring injury,,,,12/4/2012,,justin hickman
2012,Dolphins,,jake long,placed on ir with triceps injury,,,,12/4/2012,,jake long
2012,Lions,,ryan broyles,placed on ir with torn acl in left knee,,,,12/4/2012,,ryan broyles
2012,Lions,,titus young,placed on ir with knee injury,,,,12/4/2012,,titus young
2012,Panthers,,antwan applewhite,placed on ir with hamstring injury,,,,12/4/2012,,antwan applewhite
2012,Panthers,,sherrod martin,"placed on ir with torn acl, mcl in right knee",,,,12/4/2012,,sherrod martin
2012,Patriots,,julian edelman,placed on ir with foot injury,,,,12/4/2012,,julian edelman
2012,Titans,,david stewart,placed on ir with leg injury,,,,12/4/2012,,david stewart
2012,Titans,,robert johnson b 1987-02-13,placed on ir with foot injury,,,,12/4/2012,,robert johnson b --
2012,Bears,,patrick trahan,placed on ir with undisclosed injury,,,,12/5/2012,,patrick trahan
2012,Bills,,chris kelsay,placed on ir with neck injury,,,,12/5/2012,,chris kelsay
2012,Chargers,,antwan barnes,placed on ir with hamstring injury,,,,12/5/2012,,antwan barnes
2012,Cowboys,,phil costa,placed on ir with ankle injury,,,,12/5/2012,,phil costa
2012,Packers,,johnny white,placed on ir with concussion,,,,12/5/2012,,johnny white
2012,Seahawks,,braylon edwards,placed on ir with knee injury,,,,12/5/2012,,braylon edwards
2012,Titans,,steve hutchinson,placed on ir with right knee injury,,,,12/5/2012,,steve hutchinson
2012,Bills,,chris hairston,placed on ir with knee injury,,,,12/6/2012,,chris hairston
2012,Chiefs,,allen bailey,placed on ir with ankle injury,,,,12/6/2012,,allen bailey
2012,Giants,,sean locklear,placed on ir with knee injury,,,,12/6/2012,,sean locklear
2012,Vikings,,percy harvin,placed on ir with ankle injury,,,,12/6/2012,,percy harvin
2012,Cowboys,,orlando scandrick,placed on ir with hand injury,,,,12/8/2012,,orlando scandrick
2012,Eagles,,nate menkin,placed on ir with throat injury,,,,12/8/2012,,nate menkin
2012,Buccaneers,,myron lewis,placed on ir with hamstring injury,,,,12/10/2012,,myron lewis
2012,Cardinals,,rich ohrnberger,placed on ir with knee injury,,,,12/10/2012,,rich ohrnberger
2012,49ers,,demarcus dobbs,placed on ir with knee injury,,,,12/11/2012,,demarcus dobbs
2012,Bears,,craig steltz,placed on ir with chest injury,,,,12/11/2012,,craig steltz
2012,Bears,,robbie gould,placed on ir with left calf injury,,,,12/11/2012,,robbie gould
2012,Bears,,sherrick mcmanis,placed on ir with knee injury,,,,12/11/2012,,sherrick mcmanis
2012,Bills,,fred jackson,placed on ir with sprained mcl in right knee,,,,12/11/2012,,fred jackson
2012,Colts,,donald brown,placed on ir with ankle injury,,,,12/11/2012,,donald brown
2012,Colts,,robert hughes b 1989-06-21,placed on ir with knee injury,,,,12/11/2012,,robert hughes b --
2012,Jaguars,,michael brewster  mike brewster,placed on ir with hand injury,,,,12/11/2012,,michael brewster mike brewster
2012,Panthers,,haruki nakamura,placed on ir with groin injury,,,,12/11/2012,,haruki nakamura
2012,Patriots,,donte stallworth  donte stallworth,placed on ir with ankle injury,,,,12/11/2012,,donte stallworth 
2012,Cardinals,,kevin kolb,placed on ir with rib injury,,,,12/12/2012,,kevin kolb
2012,Chargers,,darrell stuckey,placed on ir with hamstring injury,,,,12/12/2012,,darrell stuckey
2012,Chargers,,vaughn martin,placed on ir with groin injury,,,,12/12/2012,,vaughn martin
2012,Lions,,corey williams dornail,placed on ir with knee injury,,,,12/12/2012,,corey williams dornail
2012,Titans,,jared cook,placed on ir with torn rotator cuff in shoulder,,,,12/13/2012,,jared cook
2012,Bengals,,chris pressley,placed on ir with right knee injury,,,,12/15/2012,,chris pressley
2012,Chiefs,,dwayne bowe,placed on ir with rib injury,,,,12/15/2012,,dwayne bowe
2012,Saints,,charles brown a,placed on ir with knee injury,,,,12/15/2012,,charles brown a
2012,Saints,,malcolm jenkins,placed on ir with hamstring injury,,,,12/15/2012,,malcolm jenkins
2012,Seahawks,,charly martin,placed on ir with calf injury,,,,12/15/2012,,charly martin
2012,Bears,,matt toeaina,placed on ir with knee injury,,,,12/17/2012,,matt toeaina
2012,Bears,,michael bush,placed on ir with rib injury,,,,12/18/2012,,michael bush
2012,Bills,,arthur moats,placed on ir with ankle injury,,,,12/18/2012,,arthur moats
2012,Browns,,james-michael johnson,placed on ir with knee injury,,,,12/18/2012,,james-michael johnson
2012,Browns,,tj ward,placed on ir with knee injury,,,,12/18/2012,,tj ward
2012,Chargers,,malcom floyd,placed on ir with ankle injury,,,,12/18/2012,,malcom floyd
2012,Chargers,,reggie wells,placed on ir with ankle injury,,,,12/18/2012,,reggie wells
2012,Chargers,,ryan mathews,placed on ir with clavicle injury,,,,12/18/2012,,ryan mathews
2012,Dolphins,,charles clay b 1989-02-13,placed on ir with knee injury,,,,12/18/2012,,charles clay b --
2012,Eagles,,clay harbor,placed on ir with back injury,,,,12/18/2012,,clay harbor
2012,Jaguars,,andre branch,placed on ir with groin / hamstring injury,,,,12/18/2012,,andre branch
2012,Jaguars,,jordan todman,placed on ir with calf injury,,,,12/18/2012,,jordan todman
2012,Lions,,jacob lacey,placed on ir with left knee injury,,,,12/18/2012,,jacob lacey
2012,Panthers,,zack williams,placed on ir with torn acl in knee,,,,12/18/2012,,zack williams
2012,Saints,,corey white b 1990-05-09,placed on ir with knee injury,,,,12/18/2012,,corey white b --
2012,Steelers,,demarcus van dyke,placed on ir with right shoulder injury,,,,12/18/2012,,demarcus van dyke
2012,Steelers,,willie colon,placed on ir with knee injury,,,,12/18/2012,,willie colon
2012,Dolphins,,daniel thomas,placed on ir with knee injury,,,,12/19/2012,,daniel thomas
2012,Jets,,stephen hill,placed on ir with knee injury,,,,12/19/2012,,stephen hill
2012,Lions,,nick fairley,placed on ir with shoulder injury,,,,12/19/2012,,nick fairley
2012,Rams,,harvey dahl,placed on ir with biceps injury,,,,12/19/2012,,harvey dahl
2012,Bills,,leodis mckelvin,placed on ir with groin injury,,,,12/20/2012,,leodis mckelvin
2012,Seahawks,,jason jones duane,placed on ir with knee injury,,,,12/20/2012,,jason jones duane
2012,Dolphins,,dan carpenter,placed on ir with right groin injury,,,,12/21/2012,,dan carpenter
2012,Buccaneers,,aaron morgan,placed on ir with shoulder injury,,,,12/22/2012,,aaron morgan
2012,Jaguars,,dwight lowery,placed on ir with foot injury,,,,12/22/2012,,dwight lowery
2012,Ravens,,jameel mcclain,placed on ir with neck injury,,,,12/22/2012,,jameel mcclain
2012,Bills,,scott chandler,placed on ir with knee injury,,,,12/24/2012,,scott chandler
2012,Browns,,mohamed massaquoi,placed on ir with knee injury,,,,12/24/2012,,mohamed massaquoi
2012,Falcons,,kevin cone,placed on ir with groin injury,,,,12/24/2012,,kevin cone
2012,Jaguars,,cecil shorts iii,placed on ir with concussion,,,,12/24/2012,,cecil shorts iii
2012,Jaguars,,greg jones k,placed on ir with fractured fibula,,,,12/24/2012,,greg jones k
2012,Jaguars,,rashad jennings,placed on ir with shoulder injury,,,,12/24/2012,,rashad jennings
2012,Bengals,,dre kirkpatrick,placed on ir with knee injury,,,,12/25/2012,,dre kirkpatrick
2012,Jaguars,,mark asper,placed on ir,,,,12/25/2012,,mark asper
2012,Browns,,usama young,placed on ir with thumb injury,,,,12/26/2012,,usama young
2012,Cardinals,,rob housler,placed on ir with shoulder injury,,,,12/26/2012,,rob housler
2012,Chargers,,aubrayo franklin,placed on ir with knee injury,,,,12/26/2012,,aubrayo franklin
2012,Chargers,,brandon taylor,placed on ir with knee injury,,,,12/26/2012,,brandon taylor
2012,Eagles,,nick foles,placed on ir with fractured right hand,,,,12/26/2012,,nick foles
2012,Giants,,travis beckum,placed on ir with knee injury,,,,12/26/2012,,travis beckum
2012,Panthers,,amini silatolu,placed on ir with wrist injury,,,,12/26/2012,,amini silatolu
2012,Ravens,,laquan williams,placed on ir with thigh injury,,,,12/26/2012,,laquan williams
2012,Steelers,,baron batch,placed on ir with fractured arm,,,,12/26/2012,,baron batch
2012,Steelers,,heath miller,placed on ir with right knee injury,,,,12/26/2012,,heath miller
2012,Steelers,,ivan taylor  ike taylor,placed on ir with ankle injury,,,,12/26/2012,,ivan taylor ike taylor
2012,Jets,,aaron berry,placed on ir with hamstring injury,,,,12/27/2012,,aaron berry
2012,Raiders,,richard seymour,placed on ir with hamstring injury,,,,12/27/2012,,richard seymour
2012,49ers,,mario manningham,placed on ir with knee injury,,,,12/28/2012,,mario manningham
2012,Bengals,,mike nugent,placed on ir with strained right calf,,,,12/28/2012,,mike nugent
2012,Jaguars,,maurice jones-drew,placed on ir with foot injury,,,,12/28/2012,,maurice jones-drew
2012,Saints,,pierre thomas,placed on ir with knee injury,,,,12/28/2012,,pierre thomas
2012,Steelers,,burnell mike wallace,placed on ir with hip injury,,,,12/28/2012,,burnell mike wallace
2012,Steelers,,curtis brown jamall,placed on ir with ankle injury,,,,12/28/2012,,curtis brown jamall
2012,Steelers,,mike adams b 1990-03-10,placed on ir with ankle injury,,,,12/28/2012,,mike adams b --
2012,Titans,,colin mccarthy,placed on ir with concussion,,,,12/28/2012,,colin mccarthy
2012,Chiefs,,terrance copper,placed on ir with knee injury,,,,12/29/2012,,terrance copper
2012,Lions,,sammie hill  sammie lee hill,placed on ir with toe injury,,,,12/29/2012,,sammie hill sammie lee hill
2012,Raiders,,phillip adams,placed on ir with groin injury,,,,12/29/2012,,phillip adams
2012,Seahawks,,walter thurmond iii,placed on ir with hamstring injury,,,,12/31/2012,,walter thurmond iii
2012,Texans,,darryl sharpton,placed on ir with hip injury,,,,1/1/2013,,darryl sharpton
2012,Redskins,,domonique johnson  dj johnson,placed on ir with knee injury,,,,1/4/2013,,domonique johnson dj johnson
2012,Texans,,tim dobbins,placed on ir with ankle injury,,,,1/4/2013,,tim dobbins
2012,Seahawks,,chris clemons b 1981-10-30,placed on ir with torn acl in left knee,,,,1/9/2013,,chris clemons b --
2012,Seahawks,,steven hauschka,placed on ir with calf injury,,,,1/9/2013,,steven hauschka
2012,Ravens,,jah reid,placed on ir with toe injury,,,,1/11/2013,,jah reid
2012,Patriots,,rob gronkowski,placed on ir with fractured forearm,,,,1/17/2013,,rob gronkowski
2013,Patriots,,quentin hines,placed on ir with torn labrum in shoulder,,,,5/7/2013,,quentin hines
2013,Steelers,,anthony rashad white,placed on ir with undisclosed injury,,,,5/7/2013,,anthony rashad white
2013,Cowboys,,brian price larisso,placed on ir with undisclosed injury,,,,5/10/2013,,brian price larisso
2013,Bills,,kevin norrell,placed on ir with undisclosed injury,,,,5/15/2013,,kevin norrell
2013,Seahawks,,chandler fenner,placed on ir with undisclosed injury,,,,5/15/2013,,chandler fenner
2013,Dolphins,,chas alecxih,placed on ir with undisclosed injury,,,,5/16/2013,,chas alecxih
2013,Chiefs,,luke patterson,placed on ir with undisclosed injury,,,,5/17/2013,,luke patterson
2013,Dolphins,,taylor stockemer,placed on ir with undisclosed injury,,,,5/17/2013,,taylor stockemer
2013,Giants,,antonio dennard,placed on ir with undisclosed injury,,,,5/17/2013,,antonio dennard
2013,Giants,,michael palmer,placed on ir with undisclosed injury,,,,5/17/2013,,michael palmer
